Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+/-4%;72.06789398;0.017447293;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+/-6%;68.70932007;0.018676752;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;-6%;76.99573517;0.003283858;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;-4%;76.99573517;0.004329456;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;-2%;76.99564362;0.008864681;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+2%;76.67988586;0.025736194;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+4%;67.14006805;0.030565124;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+6%;60.42288208;0.034069642;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;0%;14.96282387;0.051620524;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+/-2%;14.9279213;0.051826097;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+/-4%;14.87481022;0.053031277;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+/-6%;14.68308735;0.054383278;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;-6%;15.10646343;0.033145681;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;-4%;15.10005188;0.039100971;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;-2%;15.04090786;0.044920407;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+2%;14.81493187;0.058731791;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+4%;14.64956856;0.066961572;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+6%;14.2597065;0.075620867;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;0%;5.922516346;0.106180668;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+/-2%;5.949680805;0.106712684;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+/-4%;5.933505058;0.108092502;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+/-6%;5.920527935;0.111677282;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;-6%;5.946077347;0.077790417;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;-4%;5.942987442;0.085929744;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;-2%;5.955795765;0.094273433;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+2%;5.943564415;0.11915192;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+4%;5.924026489;0.130255222;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+6%;5.894978046;0.145564064;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.02732794;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+/-2%;38.15972137;0.027866151;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+/-4%;38.05031204;0.02856797;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+/-6%;37.58854294;0.029820791;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;-6%;38.18581009;0.008985499;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;-4%;38.18580246;0.011513454;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;-2%;38.18279648;0.017342249;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+2%;38.1366539;0.038390052;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+4%;37.91482925;0.045622483;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+6%;36.99126434;0.050656073;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;0%;12.30854416;0.071998134;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+/-2%;12.3304491;0.07137569;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+/-4%;12.29303265;0.071814992;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+/-6%;12.25161839;0.071961574;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;-6%;12.36960888;0.044866778;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;-4%;12.35750484;0.052602001;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;-2%;12.35688972;0.061678577;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+2%;12.30400658;0.08107277;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+4%;12.22855568;0.09102796;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+6%;12.13362694;0.099056363;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;0%;5.82649374;0.113061935;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+/-2%;5.820070744;0.114979327;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+/-4%;5.820352077;0.116552077;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+/-6%;5.818859577;0.119422428;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;-6%;5.827131748;0.074267514;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;-4%;5.826894283;0.083613321;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;-2%;5.825897217;0.098184042;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+2%;5.814248085;0.131774634;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+4%;5.813810825;0.149490848;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+6%;5.81058836;0.16457729;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;0%;76.98996735;1.11361E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+/-2%;76.83776855;1.04983E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+/-4%;72.06789398;1.109E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+/-6%;68.70932007;1.18801E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;-6%;76.99573517;2.0846E+12;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;-4%;76.99573517;2.90942E+12;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;-2%;76.99564362;5.67112E+12;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+2%;76.67988586;1.53255E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+4%;67.14006805;1.92707E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+6%;60.42288208;2.16756E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;0%;14.96282387;2.48716E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+/-2%;14.9279213;2.47978E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+/-4%;14.87481022;2.52011E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+/-6%;14.68308735;2.59901E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;-6%;15.10646343;1.55201E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;-4%;15.10005188;1.80018E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;-2%;15.04090786;2.10445E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+2%;14.81493187;2.85511E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+4%;14.64956856;3.24004E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+6%;14.2597065;3.646E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;0%;5.922516346;4.34777E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+/-2%;5.949680805;4.35459E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+/-4%;5.933505058;4.43622E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+/-6%;5.920527935;4.55048E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;-6%;5.946077347;3.13564E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;-4%;5.942987442;3.46392E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;-2%;5.955795765;3.84373E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+2%;5.943564415;4.86545E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+4%;5.924026489;5.40852E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+6%;5.894978046;5.96532E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;0%;38.16640472;1.60308E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+/-2%;38.15972137;1.62223E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+/-4%;38.05031204;1.70166E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+/-6%;37.58854294;1.83132E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;-6%;38.18581009;5.2201E+12;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;-4%;38.18580246;6.8109E+12;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;-2%;38.18279648;1.03986E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+2%;38.1366539;2.20459E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+4%;37.91482925;2.72222E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+6%;36.99126434;3.14064E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;0%;12.30854416;3.33335E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+/-2%;12.3304491;3.33732E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+/-4%;12.29303265;3.38043E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+/-6%;12.25161839;3.46433E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;-6%;12.36960888;2.15685E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;-4%;12.35750484;2.48343E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;-2%;12.35688972;2.87695E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+2%;12.30400658;3.79769E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+4%;12.22855568;4.27743E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+6%;12.13362694;4.77181E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;0%;5.82649374;5.20874E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+/-2%;5.820070744;5.20271E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+/-4%;5.820352077;5.2546E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+/-6%;5.818859577;5.34569E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;-6%;5.827131748;3.46416E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;-4%;5.826894283;3.91531E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;-2%;5.825897217;4.49671E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+2%;5.814248085;5.90872E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+4%;5.813810825;6.59389E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+6%;5.81058836;7.22723E+13;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;0%;76.98996735;584.0648193;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+/-2%;76.83776855;695.3063965;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+/-4%;72.06789398;988.4500732;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+/-6%;68.70932007;1332.563965;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;-6%;76.99573517;2.916579485;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;-4%;76.99573517;17.64890862;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;-2%;76.99564362;123.7574768;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+2%;76.67988586;1266.855225;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+4%;67.14006805;1959.251343;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+6%;60.42288208;2662.211426;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;0%;14.96282387;1521.080322;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+/-2%;14.9279213;1553.657959;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+/-4%;14.87481022;1674.355469;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+/-6%;14.68308735;1863.190674;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;-6%;15.10646343;649.4118652;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;-4%;15.10005188;849.5428467;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;-2%;15.04090786;1128.901489;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+2%;14.81493187;1978.413818;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+4%;14.64956856;2499.168213;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+6%;14.2597065;3076.969482;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;0%;5.922516346;2030.258911;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+/-2%;5.949680805;2069.522461;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+/-4%;5.933505058;2182.363525;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+/-6%;5.920527935;2350.764404;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;-6%;5.946077347;1138.328735;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;-4%;5.942987442;1387.13501;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;-2%;5.955795765;1674.345825;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+2%;5.943564415;2464.699707;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+4%;5.924026489;2977.591797;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+6%;5.894978046;3563.200195;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;0%;38.16640472;605.7132568;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;+/-2%;38.15972137;688.8930054;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;+/-4%;38.05031204;909.8445435;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;+/-6%;37.58854294;1194.713013;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;-6%;38.18581009;33.79818726;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;-4%;38.18580246;86.83175659;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;-2%;38.18279648;241.9654236;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;+2%;38.1366539;1135.820313;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;+4%;37.91482925;1732.857788;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;+6%;36.99126434;2355.627686;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;0%;12.30854416;1430.256348;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;+/-2%;12.3304491;1464.349854;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;+/-4%;12.29303265;1573.188965;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;+/-6%;12.25161839;1728.605225;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;-6%;12.36960888;602.1034546;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;-4%;12.35750484;810.6515503;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;-2%;12.35688972;1080.487061;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;+2%;12.30400658;1848.213135;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;+4%;12.22855568;2335.726563;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;+6%;12.13362694;2855.107666;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;0%;5.82649374;1741.624634;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;+/-2%;5.820070744;1779.743164;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;+/-4%;5.820352077;1885.002808;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;+/-6%;5.818859577;2048.755127;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;-6%;5.827131748;874.7750244;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;-4%;5.826894283;1095.146484;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;-2%;5.825897217;1381.803833;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;+2%;5.814248085;2177.68335;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;+4%;5.813810825;2674.859375;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go2;+6%;5.81058836;3222.736084;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;0%;76.98996735;623.312439;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;+/-2%;76.83776855;742.0291748;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;+/-4%;72.06789398;1054.870361;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;+/-6%;68.70932007;1422.105713;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;-6%;76.99573517;3.112864494;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;-4%;76.99573517;18.83660316;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;-2%;76.99564362;132.0756378;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;+2%;76.67988586;1351.983032;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;+4%;67.14006805;2090.90332;;;
avg_demo_all_gradients[4.1];HGV;2020;REF D HB41;CO2(total);Rural;RUR/Trunk/80/Freeflow;+6%;60.42288208;2841.098389;;;
